order_id,customer_id,order_date,total_amount,order_status,delivery_city,delivery_state
36793,578,2024-12-31 10:43:34.309820,96903.95999999999,Delivered,Surendranagar Dudhrej,Tripura
36794,9938,2026-01-10 19:10:14.831652,119827.78,Shipped,Karnal,Kerala
36795,2908,2025-04-19 21:23:35.344594,321985.54000000004,Returned,South Dumdum,Kerala
36796,4530,2026-04-06 21:00:21.943380,448274.32999999996,Returned,Raebareli,Maharashtra
36797,116,2026-06-26 21:21:03.080520,8670.03,Delivered,Raipur,Uttar Pradesh
36798,6880,2026-04-12 19:07:44.447721,86015.23999999999,Returned,Jodhpur,Nagaland
36799,5307,2025-02-22 04:23:13.698677,164811.14,Returned,Kottayam,Tripura
36800,8197,2025-04-17 17:15:09.014176,94261.22,Shipped,Muzaffarpur,Madhya Pradesh
36801,739,2025-09-30 10:03:29.375349,229207.99,Returned,Hospet,Mizoram
36802,8321,2024-05-06 08:50:47.579934,43199.13,Delivered,Thrissur,Karnataka
36803,8226,2025-07-06 21:31:50.296193,141892.96,Delivered,Bettiah,Maharashtra
36804,8203,2025-07-03 06:09:27.793187,38136.48,Shipped,Bathinda,Karnataka
36805,2221,2025-06-20 23:46:47.419119,86980.04999999999,Cancelled,Warangal,Uttarakhand
36806,3298,2026-05-23 11:24:04.444449,27929.75,Delivered,Mangalore,Uttar Pradesh
36807,8384,2026-01-10 13:51:18.750512,216366.01,Delivered,Vellore,Mizoram
36808,1239,2026-05-24 01:53:40.004518,109759.31,Processing,Sirsa,Himachal Pradesh
36809,1005,2026-06-10 14:14:49.700338,68082.36,Delivered,Belgaum,Goa
36810,883,2026-05-24 01:59:23.129876,2829.17,Cancelled,Kakinada,Haryana
36811,898,2025-12-17 14:04:18.887031,120349.20000000001,Delivered,Mysore,Chhattisgarh
36812,9686,2025-07-21 22:29:26.932342,329311.18000000005,Cancelled,Ranchi,Jharkhand
36813,2920,2026-03-22 09:05:30.228034,138797.99,Processing,Aurangabad,Jharkhand
36814,1752,2026-02-06 08:55:08.549804,31438.42,Delivered,Machilipatnam,Jharkhand
36815,3759,2026-06-04 22:03:01.205472,121799.18,Shipped,Bidhannagar,Bihar
36816,4240,2026-06-14 01:24:38.540478,169008.72,Delivered,Mangalore,Assam
36817,8031,2026-04-04 01:46:13.369758,114096.88,Delivered,Nashik,Odisha
36818,367,2025-03-15 12:50:52.638227,333826.75,Delivered,New Delhi,Nagaland
36819,2173,2025-07-02 05:38:53.342621,95804.38,Processing,Salem,Himachal Pradesh
36820,5396,2025-10-25 13:10:05.683421,159855.47999999998,Processing,Tirunelveli,Uttarakhand
36821,9984,2026-04-25 11:09:21.745088,180066.15000000002,Shipped,Bahraich,West Bengal
36822,777,2023-12-17 12:36:18.497115,107823.54000000001,Delivered,Rourkela,Karnataka
36823,2648,2026-03-27 11:18:42.182016,153472.89,Cancelled,Tirunelveli,Uttarakhand
36824,6304,2025-09-25 05:50:43.120329,190093.52000000002,Returned,Kavali,West Bengal
36825,9939,2026-06-25 20:30:04.760966,170655.63,Delivered,Bahraich,Meghalaya
36826,8214,2026-05-19 10:28:07.488084,163555.96,Delivered,Bhavnagar,Uttar Pradesh
36827,6462,2026-06-16 23:12:29.651869,118651.41,Delivered,Salem,Nagaland
36828,3806,2025-10-31 18:06:39.455472,90001.63,Processing,Bhopal,Madhya Pradesh
36829,322,2026-01-30 21:41:09.418486,18019.69,Shipped,Mira-Bhayandar,Uttarakhand
36830,764,2025-07-24 05:38:53.207594,116941.89000000001,Returned,Sambhal,Maharashtra
36831,6253,2025-01-01 17:04:57.916862,178251.89,Shipped,Begusarai,Kerala
36832,3085,2025-08-10 22:55:34.693317,147206.52,Delivered,Muzaffarnagar,Meghalaya
36833,7129,2026-06-07 04:54:25.251853,234169.19,Delivered,Mangalore,Bihar
36834,336,2025-09-17 10:26:41.514473,11138.54,Delivered,Fatehpur,Meghalaya
36835,808,2026-04-10 13:27:44.619180,25702.99,Delivered,Jehanabad,Assam
36836,8451,2026-06-15 16:56:56.627092,25284.17,Returned,Bhilai,Manipur
36837,1999,2024-07-18 22:45:34.203030,148693.44,Cancelled,Raiganj,Maharashtra
36838,6445,2025-11-15 01:00:04.592839,67832.62,Shipped,Bardhaman,Mizoram
36839,1359,2026-05-20 00:11:19.086477,355393.39,Returned,Tadepalligudem,Uttarakhand
36840,6355,2026-06-18 01:11:51.829596,111788.24,Delivered,Jorhat,Haryana
36841,9539,2024-12-08 19:06:11.934902,188957.41,Shipped,Dhanbad,Andhra Pradesh
36842,6176,2024-04-27 05:40:51.360669,159636.15999999997,Delivered,Anantapur,Assam
36843,2349,2025-08-25 22:45:16.687144,56845.07,Delivered,Morena,Kerala
36844,5235,2024-06-21 05:26:51.019731,87062.19,Delivered,Jehanabad,Chhattisgarh
36845,5727,2025-03-07 23:12:44.829014,147733.68,Returned,Dewas,Sikkim
36846,4745,2025-09-25 09:58:44.549240,10731.47,Shipped,Saharsa,Uttarakhand
36847,1701,2025-11-12 13:40:08.798556,33042.33,Processing,Fatehpur,Nagaland
36848,2778,2025-06-24 20:08:41.616822,80288.47,Shipped,Berhampore,Andhra Pradesh
36849,8306,2026-03-03 16:56:47.913259,68672.54,Shipped,Guntur,Manipur
36850,846,2024-05-05 12:18:33.678327,233115.55000000002,Delivered,Belgaum,Mizoram
36851,1003,2025-01-12 14:58:09.091863,18663.47,Delivered,Junagadh,Goa
36852,479,2025-08-14 06:07:20.207180,94643.52,Processing,Panihati,Telangana
36853,4505,2025-07-01 23:58:28.305346,280158.14,Cancelled,Berhampore,Sikkim
36854,8325,2025-06-21 02:57:58.646436,122079.99,Delivered,Bidar,Punjab
36855,1706,2024-09-07 02:49:18.290871,183543.03,Returned,Bilaspur,Madhya Pradesh
36856,7702,2026-03-07 04:42:54.218392,163486.30000000002,Cancelled,Panchkula,Telangana
36857,5855,2025-12-13 05:02:22.589413,310140.89,Delivered,Arrah,Meghalaya
36858,1082,2025-07-19 16:52:50.218788,49382.25,Delivered,Gaya,Punjab
36859,8261,2026-05-23 13:56:51.958140,363734.35,Delivered,Salem,Kerala
36860,6394,2026-05-19 05:17:46.273940,186000.10000000003,Delivered,Rewa,Karnataka
36861,3534,2025-10-29 22:17:13.354659,36000.96,Shipped,Asansol,Manipur
36862,7328,2026-04-24 03:51:54.064827,197454.44,Processing,Proddatur,Uttarakhand
36863,4848,2025-09-16 09:38:19.258857,99727.46,Delivered,Motihari,Jharkhand
36864,8138,2026-05-26 20:47:25.255981,158586.09000000003,Delivered,Gwalior,Arunachal Pradesh
36865,9698,2026-04-06 05:11:33.428463,93944.32,Processing,Siwan,Gujarat
36866,4426,2025-11-15 21:46:49.776134,114982.53000000001,Delivered,Howrah,Kerala
36867,6128,2024-10-17 20:44:35.958113,140674.26,Delivered,North Dumdum,Goa
36868,2585,2026-06-17 00:53:37.712775,56543.26,Shipped,Meerut,Uttar Pradesh
36869,1138,2026-05-11 21:56:33.476765,269609.52999999997,Processing,Kulti,Odisha
36870,6071,2026-05-21 21:26:51.249257,142708.44,Delivered,Bally,Bihar
36871,4342,2026-03-29 22:32:15.227723,68359.97,Returned,Moradabad,Chhattisgarh
36872,6280,2025-09-12 00:06:02.157853,33005.17,Delivered,Agra,Manipur
36873,8729,2024-02-29 12:48:25.817725,317912.18,Delivered,Sikar,Assam
36874,5661,2025-08-10 17:10:21.612568,184675.97,Shipped,Asansol,Sikkim
36875,8715,2024-07-29 18:39:18.795054,148838.13999999998,Processing,Gandhidham,Karnataka
36876,266,2026-02-17 10:32:48.344178,290195.43000000005,Cancelled,Sasaram,Rajasthan
36877,4487,2025-12-05 05:48:14.838958,77925.06,Delivered,Maheshtala,Telangana
36878,3414,2025-08-13 09:59:44.461543,135403.15,Shipped,Korba,Sikkim
36879,7365,2025-12-16 21:32:03.043200,244943.63999999996,Shipped,Satna,Arunachal Pradesh
36880,6230,2026-01-27 09:37:46.745728,130599.23,Delivered,Bhiwandi,Assam
36881,3462,2025-03-19 16:08:21.902005,193019.9,Delivered,Firozabad,Uttarakhand
36882,7890,2026-02-16 12:03:24.327404,141775.95,Delivered,Thoothukudi,Gujarat
36883,517,2023-11-28 08:26:42.013286,84236.28,Returned,Mira-Bhayandar,Manipur
36884,3358,2025-04-15 09:43:26.960597,194244.43,Cancelled,Jehanabad,Karnataka
36885,1153,2025-03-22 02:53:20.132722,141835.97999999998,Delivered,Dibrugarh,Bihar
36886,5344,2026-02-04 22:39:15.715952,259099.47000000003,Delivered,Muzaffarpur,Bihar
36887,7347,2026-06-10 17:35:27.341072,71831.3,Shipped,Mumbai,Jharkhand
36888,9123,2024-09-08 20:51:26.329410,13952.52,Returned,Jaunpur,Nagaland
36889,9134,2024-07-15 14:30:45.183408,377422.74,Delivered,Kavali,Tripura
36890,6270,2026-06-17 04:26:06.724128,138356.79,Delivered,Jalgaon,Uttar Pradesh
36891,943,2026-06-18 09:37:55.783983,41553.48,Processing,Guntur,Chhattisgarh
36892,3886,2025-05-15 16:57:13.829131,105594.57,Delivered,Panchkula,Haryana
36893,2629,2026-01-23 01:48:00.744931,203674.09,Delivered,Mira-Bhayandar,Mizoram
36894,3073,2026-03-14 00:44:06.939578,172754.22,Delivered,Thiruvananthapuram,Telangana
36895,8023,2025-10-31 03:51:23.876290,189429.31,Delivered,Tenali,Andhra Pradesh
36896,5730,2026-01-17 14:07:14.436399,104674.81000000001,Cancelled,Berhampur,Haryana
36897,9284,2026-04-02 02:03:13.891481,242390.18999999997,Returned,Pudukkottai,Kerala
36898,1415,2025-02-10 21:42:39.495869,82518.18000000001,Processing,Giridih,Maharashtra
36899,6275,2026-02-18 10:50:46.282032,326174.69999999995,Delivered,Ludhiana,Assam
36900,5998,2025-09-13 04:36:33.963571,159933.93,Returned,Nagaon,Rajasthan
36901,3923,2026-06-26 22:29:43.672462,167066.82,Delivered,Saharanpur,Karnataka
36902,6033,2025-11-21 12:43:40.079324,136256.36000000002,Delivered,Katni,Rajasthan
36903,9934,2026-03-20 00:55:59.067353,8984.46,Delivered,Mangalore,Manipur
36904,71,2026-03-16 19:35:28.071735,137367.35,Delivered,Pune,Himachal Pradesh
36905,3151,2026-01-08 06:34:04.232846,144599.66999999998,Delivered,Farrukhabad,Jharkhand
36906,8204,2026-06-25 20:11:31.544121,332979.5,Processing,Bhimavaram,Uttarakhand
36907,6098,2025-10-23 18:18:22.497519,361489.6699999999,Returned,Nandyal,Madhya Pradesh
36908,1031,2025-01-28 15:54:50.302782,17101.02,Delivered,Nagercoil,Tamil Nadu
36909,2141,2025-03-24 16:04:07.717780,154239.06,Shipped,Vellore,Uttarakhand
36910,4,2026-06-25 01:26:23.989979,132865.62,Delivered,Raebareli,Goa
36911,8529,2026-03-08 05:13:59.730968,203791.8,Returned,Motihari,Kerala
36912,3039,2025-03-17 13:18:41.977117,179741.88,Returned,Uluberia,Bihar
36913,374,2026-02-11 09:41:24.026997,260898.55999999997,Shipped,Ujjain,Mizoram
36914,8820,2026-05-26 20:34:19.515091,120766.03,Delivered,Ghaziabad,Manipur
36915,754,2025-02-27 09:51:34.036440,204517.94999999998,Shipped,Guna,Sikkim
36916,5330,2023-10-12 23:43:30.231766,29453.550000000003,Delivered,Chandigarh,Arunachal Pradesh
36917,5097,2024-10-01 07:15:46.476929,227001.0,Returned,Agartala,Punjab
36918,1300,2025-12-16 10:03:51.721314,257573.69,Delivered,Howrah,Uttar Pradesh
36919,3348,2024-09-04 20:15:58.859149,159666.43,Processing,Bettiah,Andhra Pradesh
36920,7339,2025-03-04 17:31:09.544236,222009.61000000004,Delivered,Karimnagar,Chhattisgarh
36921,2025,2026-06-23 15:16:29.574387,24831.48,Delivered,Warangal,Haryana
36922,9775,2025-05-24 04:32:45.213658,293953.74,Cancelled,Chandrapur,Odisha
36923,7712,2024-06-09 09:10:12.984691,278340.98,Cancelled,Navi Mumbai,Punjab
36924,452,2024-08-29 03:09:34.488210,179782.88999999998,Cancelled,Ludhiana,Himachal Pradesh
36925,4949,2025-06-30 22:26:55.351846,121486.06,Cancelled,Bhilai,Uttar Pradesh
36926,3967,2025-12-18 23:20:32.639138,96436.09000000001,Returned,Sambalpur,Sikkim
36927,2506,2026-04-15 20:28:17.324241,59233.83,Returned,Gulbarga,Chhattisgarh
36928,9806,2025-07-05 22:38:11.720062,77677.34,Processing,Kottayam,Arunachal Pradesh
36929,8365,2026-01-27 13:59:40.734013,42362.05,Delivered,Medininagar,Sikkim
36930,5609,2025-04-19 21:40:00.089366,220852.7,Delivered,Tadipatri,Jharkhand
36931,8474,2026-03-17 08:07:02.331532,65061.22,Cancelled,Chinsurah,Chhattisgarh
36932,9291,2025-10-30 09:28:16.845053,225880.18,Cancelled,Ramgarh,Arunachal Pradesh
36933,8694,2026-03-01 07:16:15.030759,218774.94000000003,Returned,Surendranagar Dudhrej,Maharashtra
36934,2024,2026-04-28 13:06:13.318391,174259.72000000003,Delivered,Gopalpur,Gujarat
36935,2001,2026-05-31 18:56:17.957603,147094.00999999998,Delivered,Dehradun,Goa
36936,1352,2026-04-25 06:30:34.838356,345834.93,Cancelled,Hapur,Karnataka
36937,2934,2025-04-25 16:00:22.990229,156637.42,Delivered,Dehradun,Arunachal Pradesh
36938,2994,2024-11-14 14:41:38.654025,136226.07,Processing,Kavali,Madhya Pradesh
36939,2652,2024-11-29 10:17:12.215111,95860.23,Delivered,Srinagar,Tamil Nadu
36940,6930,2025-10-28 21:21:18.692239,312165.65,Delivered,Kottayam,Tripura
36941,7298,2025-10-11 13:40:17.988495,202530.52,Processing,Srikakulam,Gujarat
36942,8647,2025-02-27 02:32:50.825078,200682.03,Processing,Berhampore,Meghalaya
36943,1057,2026-05-24 07:34:38.398059,306100.43,Delivered,Panihati,Himachal Pradesh
36944,532,2026-04-17 20:14:29.504042,282886.71,Cancelled,Ajmer,Punjab
36945,544,2025-09-06 07:56:40.974700,57500.520000000004,Processing,Haldia,Punjab
36946,3183,2026-03-21 01:52:03.615811,63975.32,Shipped,Jaipur,Andhra Pradesh
36947,8720,2026-02-06 16:25:19.389719,91388.1,Returned,Gorakhpur,Kerala
36948,1203,2025-07-08 10:47:06.986605,134268.48,Shipped,Nandyal,Nagaland
36949,2387,2025-11-26 07:59:31.425617,133741.44,Returned,Dhanbad,Madhya Pradesh
36950,1074,2026-03-30 22:27:12.091656,49217.22,Shipped,Panchkula,Andhra Pradesh
36951,1588,2025-05-12 14:57:41.624988,275681.52,Shipped,Jammu,West Bengal
36952,751,2026-05-31 02:51:43.066530,70655.1,Delivered,Latur,Tamil Nadu
36953,3782,2025-06-04 21:52:07.977319,226908.94999999998,Delivered,Medininagar,Assam
36954,846,2025-02-20 05:01:48.314685,326923.81,Delivered,Belgaum,Mizoram
36955,1975,2025-04-05 07:04:11.374193,213963.77000000002,Shipped,Bhusawal,Tamil Nadu
36956,984,2026-04-12 08:53:33.268937,182293.39,Processing,Raipur,Gujarat
36957,9414,2026-05-05 08:23:38.393485,228473.5,Delivered,Guntur,Tripura
36958,289,2026-03-04 01:26:49.526093,165855.07,Cancelled,Chennai,Chhattisgarh
36959,7036,2026-01-21 09:25:23.152851,291409.64,Returned,Varanasi,Uttar Pradesh
36960,5609,2025-12-24 12:04:51.636247,136475.32,Delivered,Tadipatri,Jharkhand
36961,485,2025-06-03 11:39:21.590754,59112.67,Delivered,Durg,Arunachal Pradesh
36962,8381,2024-11-06 14:58:29.655501,40303.979999999996,Delivered,Visakhapatnam,Jharkhand
36963,1940,2026-05-22 18:32:33.674044,230285.84999999998,Delivered,Jamnagar,Madhya Pradesh
36964,2614,2026-04-29 09:04:44.319664,200518.44999999998,Processing,Madurai,Tamil Nadu
36965,5101,2026-03-11 16:01:37.496606,289544.43,Delivered,Mahbubnagar,Kerala
36966,7648,2026-06-13 02:14:54.003107,49456.8,Delivered,Rohtak,Haryana
36967,6363,2026-01-24 14:49:08.522184,101210.23,Shipped,Nandyal,West Bengal
36968,8556,2026-06-25 15:29:40.301811,313257.11,Returned,Agra,Assam
36969,6021,2025-06-28 05:02:04.362227,91956.43,Processing,Bhalswa Jahangir Pur,Gujarat
36970,6947,2025-06-01 21:01:03.404957,12993.900000000001,Cancelled,Sangli-Miraj & Kupwad,Tripura
36971,7410,2024-09-15 11:07:42.683867,189301.13999999998,Cancelled,Hazaribagh,Haryana
36972,210,2026-05-29 23:03:05.214942,291537.94,Returned,Siliguri,Tripura
36973,799,2026-05-18 12:14:00.246203,127181.47,Shipped,Hapur,Uttar Pradesh
36974,5895,2026-03-18 19:44:31.903240,3636.61,Cancelled,Bhilai,Odisha
36975,7064,2025-10-22 18:35:31.160842,123392.23999999999,Returned,Dhanbad,Karnataka
36976,6524,2026-04-11 01:16:16.002033,216119.19,Shipped,Vijayawada,Chhattisgarh
36977,478,2026-03-26 19:33:45.436167,131347.71,Cancelled,Bharatpur,Goa
36978,9312,2025-08-01 12:40:10.154706,59884.78,Delivered,Thiruvananthapuram,Tamil Nadu
36979,9308,2026-06-13 23:01:46.300637,277580.14,Cancelled,Darbhanga,Uttar Pradesh
36980,5155,2026-06-25 13:03:17.732469,122668.23000000001,Delivered,Gangtok,Kerala
36981,6358,2025-07-30 02:29:35.895072,210950.06,Returned,Jalgaon,Sikkim
36982,7372,2024-08-29 23:07:33.759583,5115.7,Shipped,Srinagar,Uttarakhand
36983,9305,2024-03-19 00:22:20.427323,33418.21,Delivered,Ambarnath,Chhattisgarh
36984,7684,2025-05-16 08:34:12.942303,44718.03,Cancelled,Navi Mumbai,Arunachal Pradesh
36985,2920,2024-02-21 16:37:04.748852,197514.31,Cancelled,Aurangabad,Jharkhand
36986,5587,2026-03-29 15:49:03.036425,163769.94,Processing,Berhampore,Uttarakhand
36987,4249,2026-04-09 08:29:55.879696,205716.65,Delivered,Salem,Nagaland
36988,5972,2025-06-03 07:54:43.549902,64840.19,Delivered,Bardhaman,Sikkim
36989,7363,2026-04-27 09:39:12.408237,137827.68,Returned,Sagar,Sikkim
36990,4228,2023-11-22 05:06:01.613883,60978.38,Shipped,Ramagundam,Punjab
36991,5714,2026-06-04 20:33:14.723467,41076.869999999995,Delivered,Rajkot,Mizoram
36992,2852,2026-04-24 00:11:24.639965,235611.88,Cancelled,Jamnagar,Sikkim
36993,7701,2024-07-01 13:43:10.656430,94643.52,Delivered,Nashik,Himachal Pradesh
36994,2851,2025-04-29 19:09:11.426919,140295.66,Cancelled,Thrissur,Nagaland
36995,4772,2025-03-03 08:15:37.537922,8643.84,Processing,Gudivada,Kerala
36996,3696,2026-03-06 16:14:49.613283,217294.93,Cancelled,Hyderabad,Kerala
36997,805,2026-02-15 07:16:55.764971,214511.4,Processing,Ramagundam,Meghalaya
36998,3074,2023-12-20 17:09:43.178629,254830.62,Delivered,Sonipat,Nagaland
36999,6682,2026-05-22 08:13:44.808626,254608.63,Processing,Avadi,Andhra Pradesh
37000,1058,2026-02-25 16:05:06.168072,261386.11,Returned,Ambala,Maharashtra
37001,8258,2026-06-21 03:50:10.314264,66961.31,Cancelled,Morbi,Jharkhand
37002,8404,2026-06-07 14:10:55.285290,156321.75999999998,Processing,Vasai-Virar,Mizoram
37003,4941,2025-06-05 08:43:19.854151,74494.44,Delivered,Bidar,Sikkim
37004,2176,2025-02-22 18:23:56.284506,198482.64,Delivered,Bathinda,Uttarakhand
37005,2208,2025-10-16 15:56:34.729255,131248.11000000002,Returned,Loni,Arunachal Pradesh
37006,4353,2026-05-12 14:55:17.388611,119464.59,Delivered,Jalna,Arunachal Pradesh
37007,357,2025-06-16 18:55:57.780034,238051.47999999998,Cancelled,Ballia,Haryana
37008,3012,2025-10-24 01:00:10.523157,155359.32,Cancelled,Pondicherry,Uttar Pradesh
37009,4401,2026-02-15 00:21:05.752781,4624.7,Cancelled,Khammam,Uttarakhand
37010,6241,2025-09-13 03:51:01.359998,46477.850000000006,Delivered,Gorakhpur,Odisha
37011,8633,2025-04-01 04:58:58.612231,45130.53,Shipped,Srikakulam,West Bengal
37012,4749,2026-03-05 08:30:19.329892,115953.34,Delivered,Akola,Karnataka
37013,6545,2026-03-26 01:10:02.310050,81042.43000000001,Delivered,Tirunelveli,Maharashtra
37014,1766,2024-10-27 13:33:02.662526,43667.32,Cancelled,Delhi,Bihar
37015,3887,2025-11-01 13:24:10.825077,210941.59999999998,Returned,Hajipur,Himachal Pradesh
37016,4359,2025-10-06 00:03:03.636653,54950.369999999995,Delivered,Bhind,Andhra Pradesh
37017,8935,2025-04-03 04:05:42.227836,225413.62999999998,Returned,Sirsa,Himachal Pradesh
37018,1891,2026-01-14 20:00:56.458916,24182.14,Processing,Madhyamgram,Andhra Pradesh
37019,8327,2026-01-06 06:29:59.180206,120883.39,Shipped,Mira-Bhayandar,Chhattisgarh
37020,7732,2025-02-25 19:11:43.675705,195462.03,Delivered,Pali,Jharkhand
37021,9761,2025-10-21 20:27:27.972703,128467.31,Cancelled,Rajkot,Meghalaya
37022,9583,2025-02-02 12:48:30.766309,10174.11,Cancelled,Panihati,Assam
37023,3490,2026-06-12 09:28:50.936961,42192.29,Delivered,Durgapur,Chhattisgarh
37024,2616,2026-04-23 12:46:29.866885,78771.54000000001,Processing,Aurangabad,Telangana
37025,427,2026-03-09 11:20:33.306959,9527.11,Shipped,Bettiah,Gujarat
37026,5944,2026-05-24 23:49:47.748656,68638.18,Delivered,Purnia,Telangana
37027,2059,2024-05-16 06:25:08.083638,242158.98,Delivered,Gandhinagar,Manipur
37028,1303,2025-04-26 08:28:36.668168,88466.28,Delivered,Muzaffarnagar,Madhya Pradesh
37029,4731,2026-01-10 15:37:48.227264,91484.35999999999,Processing,Amravati,Tamil Nadu
37030,7102,2025-11-07 15:11:42.643966,56944.11,Cancelled,Raichur,Bihar
37031,7863,2026-05-04 00:37:17.996049,121233.75,Processing,Kota,Kerala
37032,7736,2026-06-17 10:47:50.366149,181739.46,Delivered,Panchkula,Maharashtra
37033,1818,2026-03-03 23:08:56.244926,104862.51999999999,Returned,Korba,Bihar
37034,6020,2026-02-11 12:13:16.660451,58244.38,Delivered,Karawal Nagar,Madhya Pradesh
37035,6703,2025-12-12 20:10:31.745448,53108.729999999996,Shipped,Mahbubnagar,West Bengal
37036,3579,2026-03-20 11:03:23.924417,106882.93,Cancelled,Barasat,Telangana
37037,489,2025-11-19 20:17:43.303432,63872.899999999994,Cancelled,Gorakhpur,Odisha
37038,5553,2024-10-01 23:45:47.711533,55996.990000000005,Processing,Siliguri,Jharkhand
37039,4625,2026-03-30 11:27:13.424141,242323.39,Returned,Gangtok,West Bengal
37040,326,2025-02-02 22:42:33.502050,47727.94,Delivered,Nagercoil,Himachal Pradesh
37041,2905,2026-05-06 17:24:32.011748,228820.26,Delivered,Siwan,Nagaland
37042,1079,2026-04-21 12:32:48.006271,346673.46,Shipped,Uluberia,Haryana
37043,5832,2025-05-14 15:49:52.998056,291404.29,Delivered,Katihar,Jharkhand
37044,4649,2025-10-08 21:28:13.482377,27576.28,Delivered,Kulti,Tripura
37045,469,2025-06-10 17:54:21.356740,181935.49,Cancelled,Dewas,Kerala
37046,8304,2026-03-31 19:21:05.307349,213044.22,Shipped,Morena,Jharkhand
37047,9783,2025-08-07 06:24:12.317950,270529.76,Processing,Tinsukia,Mizoram
37048,6021,2026-02-13 04:56:27.961793,116884.82,Delivered,Bhalswa Jahangir Pur,Gujarat
37049,9264,2025-10-21 00:44:36.487676,190380.03,Delivered,Nandyal,Madhya Pradesh
37050,1071,2026-04-02 08:28:42.458411,337587.19,Returned,Gopalpur,Goa
37051,6471,2026-03-31 17:34:49.426180,29577.56,Processing,Sambhal,Jharkhand
37052,3695,2026-06-08 23:04:22.733544,62302.49,Delivered,Kakinada,Goa
37053,2892,2025-08-08 12:50:43.416552,80007.46,Delivered,Yamunanagar,Odisha
37054,770,2026-04-22 09:57:39.964842,226675.14,Cancelled,Chittoor,Tamil Nadu
37055,8675,2025-04-28 19:36:30.864811,74791.33,Delivered,Ambala,Uttar Pradesh
37056,6419,2026-05-29 08:18:30.530974,310053.66000000003,Delivered,Bhalswa Jahangir Pur,Mizoram
37057,5768,2024-10-14 12:11:56.503998,109144.55,Delivered,Pune,Maharashtra
37058,964,2025-08-10 04:34:39.374759,245099.44,Processing,Aurangabad,Andhra Pradesh
37059,6884,2025-03-17 15:10:09.976098,72474.93000000001,Delivered,Ambarnath,Chhattisgarh
37060,6886,2024-02-14 10:54:02.693098,18686.09,Shipped,Dharmavaram,Chhattisgarh
37061,8584,2026-02-20 13:32:44.504735,85995.68,Delivered,Hajipur,Maharashtra
37062,4249,2026-05-06 16:06:42.226907,429672.6,Returned,Salem,Nagaland
37063,7025,2025-01-31 23:35:07.754754,138502.07,Delivered,Agra,Gujarat
37064,4810,2025-11-15 00:28:30.829365,41048.41,Delivered,Secunderabad,Arunachal Pradesh
37065,3095,2025-05-19 02:07:11.179975,100456.54000000001,Delivered,Imphal,Chhattisgarh
37066,4578,2026-01-15 07:17:24.218278,128316.74,Shipped,Tiruchirappalli,Bihar
37067,9333,2026-01-30 06:07:59.576668,303048.25,Processing,Arrah,Tripura
37068,4656,2025-09-27 09:08:46.273915,36189.97,Processing,Phusro,Odisha
37069,8166,2024-04-06 19:25:11.492489,296925.01,Processing,Tadepalligudem,Uttarakhand
37070,4738,2026-03-03 16:39:52.724875,141964.36,Processing,Tadepalligudem,Jharkhand
37071,6467,2026-03-12 08:35:00.205536,12667.439999999999,Cancelled,Indore,Goa
37072,124,2026-05-26 01:49:08.499057,112929.44,Processing,Patiala,Mizoram
37073,2068,2025-04-17 10:13:38.633558,69730.27,Delivered,Machilipatnam,Chhattisgarh
37074,6212,2025-01-16 00:16:15.538206,293000.86,Delivered,Kavali,Himachal Pradesh
37075,6696,2026-02-05 20:06:45.091240,22908.82,Processing,Anand,Haryana
37076,5170,2025-05-02 08:01:19.369800,79223.14,Delivered,Sagar,Kerala
37077,9257,2026-06-22 11:34:55.646779,342600.31,Shipped,Belgaum,Himachal Pradesh
37078,6470,2026-06-19 01:39:42.581816,230111.16,Returned,Buxar,Tripura
37079,1498,2025-09-22 07:39:14.672046,263860.14,Returned,Sasaram,Uttar Pradesh
37080,5798,2026-05-13 02:26:31.024372,170224.50999999998,Cancelled,Panihati,Kerala
37081,5333,2025-06-04 02:15:40.328043,156635.4,Returned,Purnia,Rajasthan
37082,5557,2026-01-17 12:47:40.501520,137727.59999999998,Delivered,Mumbai,Sikkim
37083,9416,2026-06-06 09:55:07.287524,55572.99,Cancelled,Nadiad,Tripura
37084,3081,2025-10-15 23:59:14.045538,25582.74,Delivered,Aurangabad,Meghalaya
37085,8421,2023-12-12 17:21:47.854051,274266.21,Cancelled,Ahmednagar,Karnataka
37086,7630,2025-03-31 10:08:53.060262,236312.67,Cancelled,Tenali,Karnataka
37087,3624,2026-05-29 06:03:13.051291,150052.75999999998,Delivered,Thane,Maharashtra
37088,2830,2026-01-15 19:04:04.550848,196862.98,Processing,Tadepalligudem,Tamil Nadu
37089,8140,2024-07-01 04:18:45.943911,224372.28,Cancelled,Loni,Arunachal Pradesh
37090,2798,2026-01-22 03:20:11.059863,166395.71,Delivered,Kottayam,Gujarat
37091,8341,2024-09-14 00:28:11.266833,173817.47,Delivered,Phagwara,Meghalaya
37092,47,2026-06-23 22:45:37.848815,113981.26999999999,Delivered,Ambala,Kerala
37093,4952,2026-05-03 01:04:22.679456,129724.54999999999,Cancelled,Ujjain,Madhya Pradesh
37094,8317,2026-06-26 22:54:58.314434,313721.20999999996,Delivered,South Dumdum,Haryana
37095,6489,2025-11-20 06:16:31.862809,173806.85,Delivered,Bettiah,Rajasthan
37096,9862,2025-09-04 14:18:42.443697,87053.67,Delivered,Katni,Bihar
37097,8715,2024-09-06 18:45:10.495130,44544.93,Delivered,Gandhidham,Karnataka
